query信息
rln		-1	0
rlm		-1	0
munihei		-1	0
chongsheng		-1	0
rld		-1	0
bopulade		-1	0
jilin		-1	0
rkz		-1	0
lamuanla		-1	0
saerte		-1	0
beiermalite		-1	0
aeyf		-1	0
aluotao		-1	0
bosite		-1	0
jjs		-1	0
jjl		-1	0
dbdq		-1	0
jjd		-1	0
aosikasihamen		-1	0
hubei		-1	0
panzhihua		-1	0
ahuasi		-1	0
njlg		-1	0
jla		-1	0
blbnsbd		-1	0
btltl		-1	0
diqing		-1	0
eerxinji		-1	0
bamake		-1	0
moxige		-1	0
jnlqdx		-1	0
suomali		-1	0
aimai		-1	0
hltfd		-1	0
hulunbeier		-1	0
beiergelaide		-1	0
huhuyi		-1	0
guixi		-1	0
angela		-1	0
blgwssk		-1	0
jlm		-1	0
lgagla		-1	0
jlp		-1	0
nwxbesk		-1	0
jld		-1	0
yisifahan		-1	0
funafuti		-1	0
aedbl		-1	0
laibin		-1	0
xiaoyi		-1	0
aeryuefu		-1	0
saiyidebuer		-1	0
pulandian		-1	0
ailate		-1	0
mengtelier		-1	0
jixinewu		-1	0
dengzhou		-1	0
qiandaohu		-1	0
xianggelila		-1	0
alajipu		-1	0
chaozhou		-1	0
xintela		-1	0
shengpiaierhemikelongdao		-1	0
balinasi		-1	0
qiwayu		-1	0
chongshengxian		-1	0
alajiaersasi		-1	0
zhalantun		-1	0
akaligua		-1	0
xingcheng		-1	0
eltly		-1	0
asezhen		-1	0
shanxi		-1	0
fashuguiyanei		-1	0
aluona		-1	0
guoluo		-1	0
metd		-1	0
lier		-1	0
danbulongqu		-1	0
haergesa		-1	0
fandigang		-1	0
nikexiya		-1	0
kayan		-1	0
ningbo		-1	0
ktdw		-1	0
lltjd		-1	0
liangping		-1	0
kkqdx		-1	0
shengtaoshadao		-1	0
bagelong		-1	0
wanlong		-1	0
aewd		-1	0
gaomi		-1	0
moersibigang		-1	0
jejsst		-1	0
shengjiciheniweisi		-1	0
ningde		-1	0
hanchuan		-1	0
mkkljlb		-1	0
palaxiaosi		-1	0
matinikefa		-1	0
huangnan		-1	0
heergeda		-1	0
ablays		-1	0
flqd		-1	0
hongshishi		-1	0
dblq		-1	0
paermaer		-1	0
zoucheng		-1	0
bowei		-1	0
dbls		-1	0
rsf		-1	0
bulawayue		-1	0
jilibasi		-1	0
ble/fle		-1	0
kankun		-1	0
nuofukedao(aoshu)		-1	0
mseqd		-1	0
pulalandao		-1	0
bazhalutequndao		-1	0
luoanda		-1	0
guadeluopu(fashu)		-1	0
ezhou		-1	0
dangyang		-1	0
nanning		-1	0
xiangnong		-1	0
boliwaerzhou		-1	0
moyou		-1	0
budan		-1	0
esezwk		-1	0
bingdao		-1	0
anldpl		-1	0
namibiya		-1	0
beiliu		-1	0
laofoye		-1	0
saercibao		-1	0
butalitali		-1	0
maolun		-1	0
shangyu		-1	0
shiyan		-1	0
xiaogan		-1	0
jisumu		-1	0
duolunduo		-1	0
yiwu		-1	0
bfjjsp		-1	0
geerfeituo		-1	0
aerweisikeer		-1	0
awns		-1	0
jnybs		-1	0
luowaniemi		-1	0
lpds		-1	0
ddwmzghg		-1	0
bpld		-1	0
ludun		-1	0
limini		-1	0
aishen		-1	0
libiliya		-1	0
taicang		-1	0
sbd		-1	0
sbh		-1	0
ganzhou		-1	0
suwa		-1	0
beimaliyaneiqundao		-1	0
aolu		-1	0
sbl		-1	0
kls(jlb)		-1	0
papiti		-1	0
beidaihe		-1	0
sat		-1	0
yamusukeluo		-1	0
lijiana		-1	0
gaoer		-1	0
lijiang		-1	0
agenting		-1	0
zhanghai		-1	0
suwu		-1	0
xibanyagang		-1	0
bdlg(ms)		-1	0
huaibei		-1	0
sdgem		-1	0
tanpeilei		-1	0
awla		-1	0
akerute		-1	0
macheng		-1	0
aierbixiya		-1	0
dimishenwala		-1	0
aoladiya		-1	0
qiwang		-1	0
baoting		-1	0
matadi		-1	0
sglb		-1	0
bafuluode		-1	0
lima		-1	0
aelye		-1	0
jiashan		-1	0
danzili		-1	0
yili		-1	0
kukequndaoxin		-1	0
huangjinhaian		-1	0
yichang		-1	0
jiande		-1	0
fcyl		-1	0
ptkedy		-1	0
chuankuang		-1	0
bogendi		-1	0
buyinuosiailisi		-1	0
alanuka		-1	0
lusaien		-1	0
feicheng		-1	0
dafeng		-1	0
neigelagang		-1	0
aehs		-1	0
flkf		-1	0
aegs		-1	0
jepp		-1	0
heshuandeliesi		-1	0
mosangbike		-1	0
xining		-1	0
huaian		-1	0
yima		-1	0
walemi		-1	0
bdlgm		-1	0
djdp		-1	0
fushan		-1	0
tabaka		-1	0
maluekadao		-1	0
kaiping		-1	0
hanguo		-1	0
yamaijia		-1	0
aedsg		-1	0
alubahe		-1	0
danjier		-1	0
aisibao		-1	0
tsmny		-1	0
ouyun		-1	0
puyang		-1	0
agewa		-1	0
tongjiang		-1	0
douyun		-1	0
lplg		-1	0
aerbaniya		-1	0
aeje		-1	0
saerwaduo		-1	0
zhaoyuan		-1	0
bojiafuyuedueryisiteli		-1	0
tuluzi		-1	0
guayajier		-1	0
meihekou		-1	0
awny		-1	0
flls		-1	0
wjbsk		-1	0
banfujijiasipo		-1	0
banbali		-1	0
sikabole		-1	0
haiyang		-1	0
sdygd		-1	0
xingyi		-1	0
haibei		-1	0
tieermeizi		-1	0
anda		-1	0
shishou		-1	0
dongyang		-1	0
abeixie		-1	0
boao		-1	0
zhangchun		-1	0
lwepd		-1	0
shs		-1	0
lengshuijiang		-1	0
slwny		-1	0
yushan		-1	0
bogeda		-1	0
dalian		-1	0
tunisi		-1	0
hlbe		-1	0
buliesite		-1	0
suihua		-1	0
sfy		-1	0
shenqieqing		-1	0
jialajiasi		-1	0
sgl		-1	0
khtlyew		-1	0
sgd		-1	0
walunxiya		-1	0
apataji		-1	0
malanre		-1	0
malakaer		-1	0
smlns		-1	0
ysfh		-1	0
anbd		-1	0
wlsyftnf		-1	0
heerxinji		-1	0
bjnfs		-1	0
qlmzl		-1	0
huaxin		-1	0
shamen		-1	0
bibulusizhubaile		-1	0
shz		-1	0
bhagws		-1	0
jingdou		-1	0
yuanjiang		-1	0
lujianuo		-1	0
gelinglan		-1	0
andeneisi		-1	0
beihaidao		-1	0
xuanwei		-1	0
bimini		-1	0
neiluobi		-1	0
taiguo		-1	0
guangyuan		-1	0
yintelaken		-1	0
hlgl		-1	0
aebxy		-1	0
kel		-1	0
boen		-1	0
lasiweijiasi		-1	0
kes		-1	0
boer		-1	0
shafuhaosen		-1	0
aiergongshan		-1	0
sdm		-1	0
kex		-1	0
andongniaogang		-1	0
youningqundao		-1	0
plxas		-1	0
alzmd		-1	0
mianyang		-1	0
mishan		-1	0
dongying		-1	0
heilongjiang		-1	0
aerbeisishanmai		-1	0
dlzdgd		-1	0
ktmks		-1	0
tongxiang		-1	0
kfl		-1	0
liuniwang(fashu)		-1	0
jllbd		-1	0
flmte		-1	0
reneiya		-1	0
set		-1	0
yadesiyabeiba		-1	0
hlel		-1	0
shouguang		-1	0
zhaipuer		-1	0
sfh		-1	0
aidefu		-1	0
bolishi		-1	0
fnft		-1	0
haidelaba		-1	0
nuwadibu		-1	0
makekelajulebu		-1	0
bkfyde		-1	0
edkh		-1	0
beilute		-1	0
bhapzm		-1	0
kdh		-1	0
leping		-1	0
fuding		-1	0
kdn		-1	0
sed		-1	0
klpd		-1	0
nisi		-1	0
kdw		-1	0
niboer		-1	0
mdyld		-1	0
honghe		-1	0
wulagui		-1	0
baganga		-1	0
agela		-1	0
dunniecike		-1	0
doulasi		-1	0
duoha		-1	0
kasama		-1	0
mosuer		-1	0
jiatetu		-1	0
tunxi		-1	0
donggang		-1	0
klny		-1	0
kasanei		-1	0
baiduoa		-1	0
shennongjia		-1	0
shangqiu		-1	0
sslnj		-1	0
zhengzhou		-1	0
duoge		-1	0
gelimusai		-1	0
sailaliang		-1	0
geermu		-1	0
bayinguolengmengguzizhizhou		-1	0
abtmyd		-1	0
ktlk		-1	0
abumusa		-1	0
klmy		-1	0
kpd		-1	0
asdplad		-1	0
wshy		-1	0
ydnxy		-1	0
saigede		-1	0
dnblbdlfsk		-1	0
daweide		-1	0
bokasideertuoluo		-1	0
sewd		-1	0
sqz		-1	0
suer		-1	0
shengsaerwaduo		-1	0
afuhan		-1	0
sqw		-1	0
tanboer		-1	0
dongbudiqu		-1	0
hdlb		-1	0
jiafusa		-1	0
kspxw		-1	0
sqq		-1	0
nangong		-1	0
bangte		-1	0
jialua		-1	0
sewy		-1	0
wuzhishan		-1	0
hapayi		-1	0
wuxian		-1	0
blglld		-1	0
endepei		-1	0
kpl		-1	0
sll		-1	0
niyajiala		-1	0
gaoya		-1	0
batiya		-1	0
klkf		-1	0
kmx		-1	0
weiershi		-1	0
sln		-1	0
sls		-1	0
yisinei		-1	0
aosuoernuo		-1	0
nrly		-1	0
dubuluofunike		-1	0
meixian		-1	0
wzbkst		-1	0
fmgst		-1	0
kmd		-1	0
wjdg		-1	0
bakelalan		-1	0
hdls		-1	0
keerduowa		-1	0
lbeyn		-1	0
befst		-1	0
kmg		-1	0
kml		-1	0
sld		-1	0
slg		-1	0
saluonika		-1	0
shanghai		-1	0
knt		-1	0
kns		-1	0
ystbe		-1	0
kekesibazhaer		-1	0
bierdoudaleer		-1	0
skl		-1	0
deban		-1	0
kny		-1	0
yanbian		-1	0
kenakeli		-1	0
skt		-1	0
abuludaisi		-1	0
waerpalaisuo		-1	0
sjz		-1	0
kbkc		-1	0
knj		-1	0
astjc		-1	0
mdlqdp		-1	0
bulagansa		-1	0
yucheng		-1	0
tekesihekaikesiqundao		-1	0
haboluonei		-1	0
aboluo		-1	0
zhuji		-1	0
luotadao		-1	0
kkd		-1	0
peilujia		-1	0
quanzhou		-1	0
snj		-1	0
fukelanqundao		-1	0
kkl		-1	0
ludelici		-1	0
snf		-1	0
ajiajiali		-1	0
gannan		-1	0
klw		-1	0
klr		-1	0
klq		-1	0
fuzhou		-1	0
sml		-1	0
smy		-1	0
smx		-1	0
sesb		-1	0
kle		-1	0
awaw		-1	0
sly		-1	0
slz		-1	0
klb		-1	0
kld		-1	0
klm		-1	0
klp		-1	0
lanpini		-1	0
hengbin		-1	0
liwensidun		-1	0
klj		-1	0
smd		-1	0
klgf		-1	0
sws		-1	0
kangsitancha		-1	0
xiangtan		-1	0
bfllq		-1	0
abujia		-1	0
bulao		-1	0
xiamuni		-1	0
puning		-1	0
nwkxt		-1	0
zqx		-1	0
hannuowei		-1	0
fenghuang		-1	0
aisibiyue		-1	0
zhuozhou		-1	0
jyg		-1	0
swy		-1	0
jyd		-1	0
yangquan		-1	0
duominijia		-1	0
mesbg		-1	0
bokeluo		-1	0
kalaqi		-1	0
mltd		-1	0
hanzhong		-1	0
lingshui		-1	0
ystb		-1	0
syd		-1	0
huazhou		-1	0
klgd		-1	0
awalei		-1	0
aertamila		-1	0
beijing		-1	0
ztd		-1	0
shengduomingge		-1	0
linxi		-1	0
fangchenggang		-1	0
sys		-1	0
syh		-1	0
suqian		-1	0
talawa		-1	0
baganni		-1	0
jwg		-1	0
peipi		-1	0
lubomo		-1	0
linyi		-1	0
aeklk		-1	0
mlqs		-1	0
szs		-1	0
jinan		-1	0
xeht		-1	0
taneineilifo		-1	0
bahama		-1	0
mnxjqd		-1	0
buyou		-1	0
kldy		-1	0
algyn		-1	0
huilingdun		-1	0
peiqi		-1	0
saibandao		-1	0
asstt		-1	0
sse		-1	0
mlxy		-1	0
jtw		-1	0
jtt		-1	0
yidou		-1	0
beiergaomu		-1	0
mlyq		-1	0
ajiadezi		-1	0
wlmalq		-1	0
fuquan		-1	0
jsm		-1	0
baoleisi		-1	0
shatealabo		-1	0
kaimanqundaoying		-1	0
fegn		-1	0
diaobingshan		-1	0
jingmen		-1	0
mlwy		-1	0
lianzhou		-1	0
aidingbao		-1	0
anbosaili		-1	0
jss		-1	0
henan		-1	0
aftl		-1	0
zhangtandao		-1	0
sts		-1	0
renchuan		-1	0
nuosalabiqi		-1	0
babaduosi		-1	0
xiangcheng		-1	0
huanglong		-1	0
nandaihe		-1	0
bhede		-1	0
xwzmqq		-1	0
wulanchabu		-1	0
aokelan		-1	0
feisalabade		-1	0
mnsls		-1	0
liancheng		-1	0
sihui		-1	0
jiuhuashan		-1	0
latanajili		-1	0
zxs		-1	0
jsd		-1	0
pingdingshan		-1	0
lanbaleinei		-1	0
jse		-1	0
kebosi		-1	0
sflp		-1	0
weinan		-1	0
bangge		-1	0
neigelier		-1	0
foluolunsa		-1	0
liezhidunshideng		-1	0
bfsm		-1	0
chaerba		-1	0
mengtelei		-1	0
kbs		-1	0
sngl		-1	0
batongshi		-1	0
sulishi		-1	0
datian		-1	0
zhaoqing		-1	0
aewske		-1	0
kekesiqundao		-1	0
kbd		-1	0
kbe		-1	0
wajiadugu		-1	0
litaowan		-1	0
sfks		-1	0
danyang		-1	0
henei		-1	0
tbk		-1	0
anlu		-1	0
tbd		-1	0
tbe		-1	0
lbxqd		-1	0
jiyate		-1	0
malibo		-1	0
shihezi		-1	0
shenyang		-1	0
honghu		-1	0
mashenhade		-1	0
zhongwei		-1	0
yslb		-1	0
jiexiu		-1	0
stwg		-1	0
pingxiang		-1	0
hxqy		-1	0
lageageliao		-1	0
nijialagua		-1	0
niriliya		-1	0
bamenda		-1	0
shengtuolinidao		-1	0
hlyk		-1	0
qixia		-1	0
snje		-1	0
duonigeer		-1	0
kukequndao		-1	0
tbt		-1	0
yulin		-1	0
weifang		-1	0
qianjiang		-1	0
guanaha		-1	0
fulajimier		-1	0
alutuya		-1	0
longquan		-1	0
weilakelala		-1	0
libanen		-1	0
bangbu		-1	0
balagui		-1	0
daman		-1	0
anji		-1	0
huangshan		-1	0
maqidun		-1	0
bmlynqd		-1	0
sfhs		-1	0
jierjisisitan		-1	0
mikeluonixiya		-1	0
sukelei		-1	0
jiabate		-1	0
aerbaihelei		-1	0
malabo		-1	0
changzhou		-1	0
mklnxy		-1	0
taizigang		-1	0
bole		-1	0
boergeershan		-1	0
lechang		-1	0
boli		-1	0
telongmuse		-1	0
sncx		-1	0
dahela		-1	0
mubabanei		-1	0
linken		-1	0
gualier		-1	0
dusaierduofu		-1	0
ktwz		-1	0
dongxing		-1	0
linbei		-1	0
meixi		-1	0
stsd		-1	0
luoding		-1	0
manaosi		-1	0
lisiben		-1	0
pengzhou		-1	0
aermeiniya		-1	0
bfld		-1	0
gaizhou		-1	0
bxly		-1	0
alaierta		-1	0
wasa		-1	0
niuaixin		-1	0
jzg		-1	0
jzd		-1	0
edcc		-1	0
aoerdasigang		-1	0
tingbodao		-1	0
keqiabanba		-1	0
kulasuo(jialebi)		-1	0
dengta		-1	0
wanuatu		-1	0
kabinda		-1	0
shunhua		-1	0
yangjiang		-1	0
gaoping		-1	0
jyt		-1	0
aierguoleia		-1	0
yzme		-1	0
gedebao		-1	0
juerpipu		-1	0
zanbiya		-1	0
bke		-1	0
katumu		-1	0
xierte		-1	0
mtnkf		-1	0
kmsl		-1	0
bjy		-1	0
jincheng		-1	0
bjx		-1	0
aqlb		-1	0
jiangxi		-1	0
aerdabuladao		-1	0
ruichang		-1	0
wujiang		-1	0
bjs		-1	0
aierlan		-1	0
beilingdi		-1	0
bjn		-1	0
wanzhou		-1	0
jieneina		-1	0
bjl		-1	0
qingjin		-1	0
salarewo		-1	0
malaixiya		-1	0
dmswl		-1	0
shengduomeihepulinxibi		-1	0
ajianiya		-1	0
ptktd		-1	0
temz		-1	0
huainan		-1	0
gdlpf		-1	0
yuehanneisibao		-1	0
tmld		-1	0
botou		-1	0
kangnuote		-1	0
stjt		-1	0
labate		-1	0
hejin		-1	0
bmd		-1	0
wtlz		-1	0
gbhg		-1	0
bmh		-1	0
elebulu		-1	0
kaiensi		-1	0
blz		-1	0
blt		-1	0
telisenbeige		-1	0
blr		-1	0
wafangdian		-1	0
bls		-1	0
kandawu		-1	0
blx		-1	0
haiyan		-1	0
asaao		-1	0
blw		-1	0
bll		-1	0
blm		-1	0
blj		-1	0
zhili		-1	0
niukasier		-1	0
weisaya		-1	0
blb		-1	0
ble		-1	0
zuailate		-1	0
bld		-1	0
blg		-1	0
jiaonan		-1	0
maokaidao		-1	0
luanping		-1	0
bociwana		-1	0
labasi		-1	0
bojipuxi		-1	0
changji		-1	0
ninghai		-1	0
asuosa		-1	0
kabuer		-1	0
bkw		-1	0
zek		-1	0
bkl		-1	0
bkm		-1	0
yseqdp		-1	0
basangkusu		-1	0
zby		-1	0
akeluodili		-1	0
qinzhou		-1	0
wujiaqu		-1	0
pds		-1	0
leshan		-1	0
wdml		-1	0
bns		-1	0
wdms		-1	0
bnp		-1	0
bnm		-1	0
deyang		-1	0
klksd		-1	0
hah		-1	0
xintai		-1	0
klksg		-1	0
bolin		-1	0
linghai		-1	0
tlsbg		-1	0
bnc		-1	0
wdlc		-1	0
lfnm		-1	0
knlns		-1	0
zde		-1	0
bandundu		-1	0
bne		-1	0
qiongzhong		-1	0
baonajiaer		-1	0
bmq		-1	0
awaladamu		-1	0
gesidalijia		-1	0
bmk		-1	0
bmn		-1	0
jiutai		-1	0
changli		-1	0
stlj		-1	0
wdly		-1	0
bmy		-1	0
jdmslc		-1	0
napd		-1	0
duolun		-1	0
xintianebao		-1	0
ahld		-1	0
hcw		-1	0
liyang		-1	0
wugeku		-1	0
relangdao		-1	0
telinidaheduobage		-1	0
jinyun		-1	0
nananpudun		-1	0
chengdou		-1	0
banmeisuaote		-1	0
gelaci		-1	0
akaliguala		-1	0
huanggang		-1	0
byybn		-1	0
benxi		-1	0
bpl		-1	0
boduoligemei		-1	0
kailiniya		-1	0
bachu		-1	0
haicanwei		-1	0
hdb		-1	0
huzhimingshi		-1	0
talin		-1	0
hdj		-1	0
bbl		-1	0
zhangjiakou		-1	0
antaliya		-1	0
diwate		-1	0
kemt		-1	0
bbj		-1	0
kalupu		-1	0
mingguang		-1	0
qidong		-1	0
heneishi		-1	0
lianyungang		-1	0
heb		-1	0
xuancheng		-1	0
halifakesi		-1	0
huoniyala		-1	0
linxiang		-1	0
lkywk		-1	0
hes		-1	0
keluodao		-1	0
wtfd		-1	0
zpe		-1	0
hongdoulasi		-1	0
aerhesaima		-1	0
chuxiong		-1	0
pgb		-1	0
meishan		-1	0
lalibeila		-1	0
wdhk		-1	0
yining		-1	0
baa		-1	0
weilagang		-1	0
honghaiyanan		-1	0
bilong		-1	0
ningguo		-1	0
zhixiashi		-1	0
walisiyufutunafa		-1	0
baihan		-1	0
batanjiafu		-1	0
langzhong		-1	0
nanfei		-1	0
gdlhl		-1	0
bdk		-1	0
baojialiya		-1	0
kasitawei		-1	0
zlt		-1	0
bdd		-1	0
peipiniang		-1	0
maoliqiusi		-1	0
bdh		-1	0
shunde		-1	0
boertawa		-1	0
boluosidao		-1	0
kekela		-1	0
pfs		-1	0
jinbian		-1	0
yibao		-1	0
zmd		-1	0
bdw		-1	0
yyxz		-1	0
swsthglnds		-1	0
estsd		-1	0
bdy		-1	0
xinglong		-1	0
boaweisita		-1	0
fuxin		-1	0
pdw		-1	0
nirier		-1	0
dianbianfu		-1	0
hhy		-1	0
pen		-1	0
lnwf		-1	0
hhz		-1	0
bda		-1	0
tonglu		-1	0
baierwa		-1	0
laiyang		-1	0
qujing		-1	0
betw		-1	0
bolan		-1	0
sumendaladao		-1	0
baimudaying		-1	0
plk		-1	0
baidikeluo		-1	0
plj		-1	0
shizuishan		-1	0
bfl		-1	0
yuncheng		-1	0
pld		-1	0
maerduonaduo		-1	0
abeimamahuanjiao		-1	0
pls		-1	0
yazhuang		-1	0
baimuda		-1	0
dhlkqd		-1	0
asabu		-1	0
bga		-1	0
beimiqi		-1	0
bgb		-1	0
xisha		-1	0
bgd		-1	0
ply		-1	0
longkou		-1	0
tieling		-1	0
lwlet		-1	0
fafadao		-1	0
yibin		-1	0
gg(j)		-1	0
beg		-1	0
mengtegang		-1	0
bodiansike		-1	0
jilingmiao		-1	0
bed		-1	0
bufaluolanqi		-1	0
tasimaniya		-1	0
weijiebusike		-1	0
beq		-1	0
lasaileina		-1	0
ben		-1	0
changde		-1	0
buergenlanzhou		-1	0
kandaha		-1	0
wltzz		-1	0
bew		-1	0
bet		-1	0
bfc		-1	0
aierweide		-1	0
keke		-1	0
mandalegebi		-1	0
keka		-1	0
pingliang		-1	0
loudi		-1	0
msgwn		-1	0
bhm		-1	0
bhl		-1	0
xiahe		-1	0
pjd		-1	0
lswjs		-1	0
keks		-1	0
xinzhou		-1	0
xixilidao		-1	0
hle		-1	0
yunnan		-1	0
hld		-1	0
fljme		-1	0
zixing		-1	0
dushangbie		-1	0
bgl		-1	0
chidaojineiya		-1	0
bozinan		-1	0
hlj		-1	0
aoerjin		-1	0
hll		-1	0
bgn		-1	0
jiangyuandao		-1	0
jiangshan		-1	0
bexb		-1	0
hlt		-1	0
baluo		-1	0
zhouzhuang		-1	0
shannan		-1	0
guliyefu		-1	0
zjg		-1	0
kemo		-1	0
liyade		-1	0
zhongshan		-1	0
zjk		-1	0
zjj		-1	0
aermeinala		-1	0
bhd		-1	0
gbed		-1	0
bakuma		-1	0
xfed		-1	0
qingshuihe		-1	0
feilubin		-1	0
bamoni		-1	0
diyabakeer		-1	0
qinyang		-1	0
tansangniya		-1	0
bzm		-1	0
bzn		-1	0
wotaihua		-1	0
liuyang		-1	0
zhibuluotuo		-1	0
gls		-1	0
bze		-1	0
nuodinghan		-1	0
boertu		-1	0
gle		-1	0
ankala		-1	0
gll		-1	0
bethlw		-1	0
atake		-1	0
gylml		-1	0
glc		-1	0
kksbze		-1	0
bigebei		-1	0
hktg		-1	0
ppt		-1	0
gongyi		-1	0
baishan		-1	0
aerpuerke		-1	0
zhadaer		-1	0
aijiersitadier		-1	0
qilimazhaluo		-1	0
shengjiciheniweisilianbang		-1	0
buna		-1	0
ppd		-1	0
linqing		-1	0
mazhalishalifu		-1	0
boshasuo		-1	0
xiongyali		-1	0
yswejqd		-1	0
fumosa		-1	0
beta		-1	0
beglz		-1	0
yongzhou		-1	0
shaoyang		-1	0
weiduoliya		-1	0
salanda		-1	0
tangshan		-1	0
zhade		-1	0
buleixiya		-1	0
maota		-1	0
cjnl		-1	0
sanmenxia		-1	0
gnh		-1	0
yss		-1	0
ysn		-1	0
nabataqu		-1	0
shuozhou		-1	0
samoya		-1	0
ysl		-1	0
pnk		-1	0
gms		-1	0
niyamei		-1	0
gml		-1	0
bolune/faluen		-1	0
shengwensentehegelinnadingsi		-1	0
renqiu		-1	0
qiemo		-1	0
guangxi		-1	0
chengmai		-1	0
bolizi		-1	0
psd		-1	0
boluoniya		-1	0
gg(b)		-1	0
xinshan		-1	0
pty		-1	0
gpb		-1	0
yancheng		-1	0
bemh		-1	0
akela		-1	0
moxi		-1	0
estlf		-1	0
guiping		-1	0
bels		-1	0
mositaer		-1	0
ptl		-1	0
tacheng		-1	0
zibo		-1	0
atanbua		-1	0
xxld		-1	0
kelikesidao		-1	0
xuchang		-1	0
esitesongde		-1	0
ayuelasi		-1	0
tongcheng		-1	0
wuan		-1	0
aefse		-1	0
miandian		-1	0
lukesuo		-1	0
bajiximeituo		-1	0
kuitun		-1	0
hymj		-1	0
xingning		-1	0
nanchong		-1	0
guantaneimo		-1	0
luliang		-1	0
alianqiu		-1	0
jmnzg		-1	0
tongzhou		-1	0
banjiasuo		-1	0
keniya		-1	0
mengdeweideya		-1	0
puluowangsiaikesi		-1	0
agly		-1	0
tmtf		-1	0
lanzhou		-1	0
brl		-1	0
bilun		-1	0
keerhuoge		-1	0
bazhang		-1	0
gaobeidian		-1	0
dongduo		-1	0
lasaiwa		-1	0
balamita		-1	0
tmsk		-1	0
baniyaluka		-1	0
awldm		-1	0
bnmc		-1	0
anqing		-1	0
shelazi		-1	0
lawaerpindi		-1	0
bsl		-1	0
bsk		-1	0
mengluoweiya		-1	0
gtk		-1	0
aiweinong		-1	0
kahamaerka		-1	0
bsd		-1	0
fulangxisidun		-1	0
bse		-1	0
bsg		-1	0
boerni		-1	0
beks		-1	0
bnje		-1	0
bsw		-1	0
balin		-1	0
huaying		-1	0
bss		-1	0
bst		-1	0
dunhuang		-1	0
